tip_lable,taxa
Fabids_Ricinus_communis_PAZJ,Fabids_Ricinus_communis_PAZJ
Fabids_Rosa_palustris_IANR,Fabids_Rosa_palustris_IANR
Fabids_Salix_acutifolia_INQX,Fabids_Salix_acutifolia_INQX
Fabids_Salix_dasyclados_IEPQ,Fabids_Salix_dasyclados_IEPQ
Fabids_Salix_eriocephala_GLVK,Fabids_Salix_eriocephala_GLVK
Fabids_Salix_fargesii_RZTJ,Fabids_Salix_fargesii_RZTJ
Fabids_Salix_purpurea_LFOG,Fabids_Salix_purpurea_LFOG
Fabids_Salix_sachalinensis_TDTF,Fabids_Salix_sachalinensis_TDTF
Fabids_Salix_viminalis_KKDQ,Fabids_Salix_viminalis_KKDQ
Fabids_Sanguisorba_minor_QNOC,Fabids_Sanguisorba_minor_QNOC
Fabids_Senna_hebecarpa_KZED,Fabids_Senna_hebecarpa_KZED
Fabids_Sorbus_koehneana_BLVL,Fabids_Sorbus_koehneana_BLVL
Fabids_Stackhousia_spathulata_MFEA,Fabids_Stackhousia_spathulata_MFEA
Fabids_Thladiantha_villosula_AXAF,Fabids_Thladiantha_villosula_AXAF
Fabids_Trubulus_eichlerianus_KVAY,Fabids_Trubulus_eichlerianus_KVAY
Fabids_Ulmus_alata_CQMG,Fabids_Ulmus_alata_CQMG
Fabids_Urtica_dioica_WKCY,Fabids_Urtica_dioica_WKCY
Fabids_Viola_canadensis_NJLF,Fabids_Viola_canadensis_NJLF
Fabids_Viola_tricolor_LPGY,Fabids_Viola_tricolor_LPGY
Fabids_Wisteria_floribunda_RMWJ,Fabids_Wisteria_floribunda_RMWJ
Fabids_Xanthicercis_zambesiaca_ZSSR,Fabids_Xanthicercis_zambesiaca_ZSSR
Fabids_Ziziphus_jujuba_ZHEE,Fabids_Ziziphus_jujuba_ZHEE
Fagales_Castanea_mollissima,Fagales_Castanea_mollissima
Fagales_Quercus_nigra,Fagales_Quercus_nigra
Garryales_Aucuba_japonica,Garryales_Aucuba_japonica
Gentianales_Coffea_arabica,Gentianales_Coffea_arabica
Gentianales_Nerium_oleander,Gentianales_Nerium_oleander
Geraniales_Erodium_carvifolium,Geraniales_Erodium_carvifolium
Geraniales_Erodium_texanum,Geraniales_Erodium_texanum
Geraniales_Geranium_palmatum,Geraniales_Geranium_palmatum
Geraniales_Monsonia_speciosa,Geraniales_Monsonia_speciosa
Geraniales_Pelargonium_x,Geraniales_Pelargonium_x
Gunnerales_Gunnera_manicata,Gunnerales_Gunnera_manicata
H_goudotiana,Hydrostachys_goudotiana_9626
H_imbricata,Hydrostachys_imbricata_9625
H_polymorpha,Hydrostachys_polymorpha_Yi15199
H_sp,Hydrostachys_sp_CF2019
HYZL,Akania_lucens_HYZL
Lamiales_Antirrhinum_majus,Lamiales_Antirrhinum_majus
Lamiales_Boea_hygrometrica,Lamiales_Boea_hygrometrica
Lamiales_Epifagus_virginiana,Lamiales_Epifagus_virginiana
Lamiales_Jasminum_nudiflorum,Lamiales_Jasminum_nudiflorum
Lamiales_Olea_europaeacuspi,Lamiales_Olea_europaeacuspi
Lamiales_Olea_europaeaeuro,Lamiales_Olea_europaeaeuro
Lamiales_Olea_europaeamaro,Lamiales_Olea_europaeamaro
Lamiales_Olea_woodiana,Lamiales_Olea_woodiana
Lamiales_Sesamum_indicum,Lamiales_Sesamum_indicum
Lamiids_Agastache_rugosa_PUCW,Lamiids_Agastache_rugosa_PUCW
Lamiids_Ajuga_reptans_UCNM,Lamiids_Ajuga_reptans_UCNM
Lamiids_Allamanda_cathartica_MGVU,Lamiids_Allamanda_cathartica_MGVU
Lamiids_Anisacanthus_quadrifidas_PCGJ,Lamiids_Anisacanthus_quadrifidas_PCGJ
Lamiids_Anticharis_glandulosa_EJBY,Lamiids_Anticharis_glandulosa_EJBY
Lamiids_Antirrhinum_braun-blanquetii_YRHD,Lamiids_Antirrhinum_braun-blanquetii_YRHD
Lamiids_Apocynum_androsaemifolium-2_samples_combined_YFQX,Lamiids_Apocynum_androsaemifolium-2_samples_combined_YFQX
Lamiids_Asclepia_curassavica_DSUV,Lamiids_Asclepia_curassavica_DSUV
Lamiids_Asclepias_syriaca_YADI,Lamiids_Asclepias_syriaca_YADI
Lamiids_Atropa_belladonna_BOLZ,Lamiids_Atropa_belladonna_BOLZ
Lamiids_Aucuba_japonica_GIPR,Lamiids_Aucuba_japonica_GIPR
Lamiids_Bacopa_caroliniana_CLRW,Lamiids_Bacopa_caroliniana_CLRW
Lamiids_Brugmansia_sanguinea_AIOU,Lamiids_Brugmansia_sanguinea_AIOU
Lamiids_Buddleja_lindleyana_XRLM,Lamiids_Buddleja_lindleyana_XRLM
Lamiids_Buddleja_sp._GRFT,Lamiids_Buddleja_sp._GRFT
Lamiids_Byblis_gigantea_GDZS,Lamiids_Byblis_gigantea_GDZS
Lamiids_Calceolaria_pinifolia_DCCI,Lamiids_Calceolaria_pinifolia_DCCI
Lamiids_Catharanthus_roseus_UOYN,Lamiids_Catharanthus_roseus_UOYN
Lamiids_Celsia_arcturus_SIBR,Lamiids_Celsia_arcturus_SIBR
Lamiids_Chionanthus_retusus_KTAR,Lamiids_Chionanthus_retusus_KTAR
Lamiids_Conopholis_americana_FAMO,Lamiids_Conopholis_americana_FAMO
Lamiids_Convolvulus_arvensis_CPOC,Lamiids_Convolvulus_arvensis_CPOC
Lamiids_Cuscuta_pentagonia_AHRN,Lamiids_Cuscuta_pentagonia_AHRN
Lamiids_Datura_metel_JNVS,Lamiids_Datura_metel_JNVS
Lamiids_Digitalis_purpurea_GNRI,Lamiids_Digitalis_purpurea_GNRI
Lamiids_Ehretia_acuminata_EMAL,Lamiids_Ehretia_acuminata_EMAL
Lamiids_Epifagus_virginiana-2_samples_combined_FROP,Lamiids_Epifagus_virginiana-2_samples_combined_FROP
Lamiids_Eucommia_ulmoides_SZUO,Lamiids_Eucommia_ulmoides_SZUO
Lamiids_Exacum_affine_KPUM,Lamiids_Exacum_affine_KPUM
Lamiids_Forestiera_segregata-2_samples_combined_XHIV,Lamiids_Forestiera_segregata-2_samples_combined_XHIV
Lamiids_Galium_boreale_WQRD,Lamiids_Galium_boreale_WQRD
Lamiids_Gelsemium_sempervirens_HGSM,Lamiids_Gelsemium_sempervirens_HGSM
Lamiids_Gentiana_acaulis_ECTD,Lamiids_Gentiana_acaulis_ECTD
Lamiids_Heliotropium_calcicola-3_samples_combined_XVRU,Lamiids_Heliotropium_calcicola-3_samples_combined_XVRU
Lamiids_Heliotropium_convolvulaceum_OUER,Lamiids_Heliotropium_convolvulaceum_OUER
Lamiids_Heliotropium_filiforme-2_samples_combined_OEKO,Lamiids_Heliotropium_filiforme-2_samples_combined_OEKO
Lamiids_Heliotropium_greggii_ABEH,Lamiids_Heliotropium_greggii_ABEH
Lamiids_Heliotropium_karwinsky_NIGS,Lamiids_Heliotropium_karwinsky_NIGS
Lamiids_Heliotropium_mendocinum_MZOB,Lamiids_Heliotropium_mendocinum_MZOB
Lamiids_Heliotropium_racemosum_IDGE,Lamiids_Heliotropium_racemosum_IDGE
Lamiids_Heliotropium_sp._JWEY,Lamiids_Heliotropium_sp._JWEY
Lamiids_Heliotropium_tenellum-juvenile_leaf_DIHD,Lamiids_Heliotropium_tenellum-juvenile_leaf_DIHD
Lamiids_Heliotropium_texanum-2_samples_combined_MDJK,Lamiids_Heliotropium_texanum-2_samples_combined_MDJK
Lamiids_Holarrhena_pubescens_JGYZ,Lamiids_Holarrhena_pubescens_JGYZ
Lamiids_Iodes_vitiginea_XLIQ,Lamiids_Iodes_vitiginea_XLIQ
Lamiids_Ipomoea_coccinea_ERWT,Lamiids_Ipomoea_coccinea_ERWT
Lamiids_Ipomoea_hederacea_QSLH,Lamiids_Ipomoea_hederacea_QSLH
Lamiids_Ipomoea_indica_OQBM,Lamiids_Ipomoea_indica_OQBM
Lamiids_Ipomoea_lindheimeri_NAUM,Lamiids_Ipomoea_lindheimeri_NAUM
Lamiids_Ipomoea_lobata_IZNU,Lamiids_Ipomoea_lobata_IZNU
Lamiids_Ipomoea_nil_NHAG,Lamiids_Ipomoea_nil_NHAG
Lamiids_Ipomoea_pubescens_EMBR,Lamiids_Ipomoea_pubescens_EMBR
Lamiids_Ipomoea_purpurea-2_samples_combined_XQRV,Lamiids_Ipomoea_purpurea-2_samples_combined_XQRV
Lamiids_Ipomoea_quamoclit_ALUC,Lamiids_Ipomoea_quamoclit_ALUC
Lamiids_Kaliphora_madagascariensis_KTWL,Lamiids_Kaliphora_madagascariensis_KTWL
Lamiids_Kigelia_africana-2_samples_combined_XAYK,Lamiids_Kigelia_africana-2_samples_combined_XAYK
Lamiids_Lantana_camara_PSHB,Lamiids_Lantana_camara_PSHB
Lamiids_Lavandula_angustifolia_FYUH,Lamiids_Lavandula_angustifolia_FYUH
Lamiids_Lennoa_madreporoides_SMUR,Lamiids_Lennoa_madreporoides_SMUR
Lamiids_Leonurus_japonicus_SNNC,Lamiids_Leonurus_japonicus_SNNC
Lamiids_Ligustrum_sinense_MZLD,Lamiids_Ligustrum_sinense_MZLD
Lamiids_Lindenbergia_philippensis-2_samples_combined_EJCM,Lamiids_Lindenbergia_philippensis-2_samples_combined_EJCM
Lamiids_Lycium_barbarum_LWCK,Lamiids_Lycium_barbarum_LWCK
Lamiids_Lycium_sp._OSMU,Lamiids_Lycium_sp._OSMU
Lamiids_Lycopersicon_cheesmanii_UGJI,Lamiids_Lycopersicon_cheesmanii_UGJI
Lamiids_Mansoa_alliacea_TKEK,Lamiids_Mansoa_alliacea_TKEK
Lamiids_Marrubium_vulgare_EAAA,Lamiids_Marrubium_vulgare_EAAA
Lamiids_Melissa_officinalis_TAGM,Lamiids_Melissa_officinalis_TAGM
Lamiids_Mertensia_paniculata_DKFZ,Lamiids_Mertensia_paniculata_DKFZ
Lamiids_Micromeria_fruticosa_WHNV,Lamiids_Micromeria_fruticosa_WHNV
Lamiids_Nepeta_cataria_FUMQ,Lamiids_Nepeta_cataria_FUMQ
Lamiids_Nicotiana_sylvestris_MKZR,Lamiids_Nicotiana_sylvestris_MKZR
Lamiids_Olea_europaea_TORX,Lamiids_Olea_europaea_TORX
Lamiids_Oncotheca_balansae_PVGM,Lamiids_Oncotheca_balansae_PVGM
Lamiids_Orobanche_fasciculata-2_samples_combined_VYDM,Lamiids_Orobanche_fasciculata-2_samples_combined_VYDM
Lamiids_Oxera_neriifolia_GNPX,Lamiids_Oxera_neriifolia_GNPX
Lamiids_Oxera_pulchella_RTNA,Lamiids_Oxera_pulchella_RTNA
Lamiids_Paulownia_fargesii_UMUL,Lamiids_Paulownia_fargesii_UMUL
Lamiids_Phacelia_campanularia_YQIJ,Lamiids_Phacelia_campanularia_YQIJ
Lamiids_Pholisma_arenarium_HANM,Lamiids_Pholisma_arenarium_HANM
Lamiids_Phyla_dulcis_MQIV,Lamiids_Phyla_dulcis_MQIV
Lamiids_Pinguicula_agnata_MXFG,Lamiids_Pinguicula_agnata_MXFG
Lamiids_Pinguicula_caudata_JCMU,Lamiids_Pinguicula_caudata_JCMU
Lamiids_Plantago_coronopis_DCVZ,Lamiids_Plantago_coronopis_DCVZ
Lamiids_Plantago_maritima_YKZB,Lamiids_Plantago_maritima_YKZB
Lamiids_Plantago_virginica_PTBJ,Lamiids_Plantago_virginica_PTBJ
Lamiids_Pogostemon_sp._GETL,Lamiids_Pogostemon_sp._GETL
Lamiids_Poliomintha_bustamanta_XMBA,Lamiids_Poliomintha_bustamanta_XMBA
Lamiids_Polypremum_procumbens_COBX,Lamiids_Polypremum_procumbens_COBX
Lamiids_Prunella_vulgaris_PHCE,Lamiids_Prunella_vulgaris_PHCE
Lamiids_Psychotria_douarrei_DNQA,Lamiids_Psychotria_douarrei_DNQA
Lamiids_Psychotria_ipecacuanha-2_samples_combined_ZSGF,Lamiids_Psychotria_ipecacuanha-2_samples_combined_ZSGF
Lamiids_Psychotria_marginata_PCNH,Lamiids_Psychotria_marginata_PCNH
Lamiids_Pycnanthemum_tenuifolium_DYFF,Lamiids_Pycnanthemum_tenuifolium_DYFF
Lamiids_Pyrenacantha_malvifolia_QZZU,Lamiids_Pyrenacantha_malvifolia_QZZU
Lamiids_Rauvolfia_tetraphyla_QEHE,Lamiids_Rauvolfia_tetraphyla_QEHE
Lamiids_Rehmannia_glutinosa_OWAS,Lamiids_Rehmannia_glutinosa_OWAS
Lamiids_Rosmarinus_officinalis_FDMM,Lamiids_Rosmarinus_officinalis_FDMM
Lamiids_Ruellia_brittoniana_AYIY,Lamiids_Ruellia_brittoniana_AYIY
Lamiids_Saintpaulia_ionantha_RWKR,Lamiids_Saintpaulia_ionantha_RWKR
Lamiids_Salvia_spp._EQDA,Lamiids_Salvia_spp._EQDA
Lamiids_Sanchezia_sp._NBMW,Lamiids_Sanchezia_sp._NBMW
Lamiids_Schlegelia_parasitica-2_samples_combined_WOHL,Lamiids_Schlegelia_parasitica-2_samples_combined_WOHL
Lamiids_Schlegelia_violacea_EDXZ,Lamiids_Schlegelia_violacea_EDXZ
Lamiids_Scutellaria_montana_ATYL,Lamiids_Scutellaria_montana_ATYL
Lamiids_Sinningia_tuberosa_DTNC,Lamiids_Sinningia_tuberosa_DTNC
Lamiids_Solanum_dulcamara_GHLP,Lamiids_Solanum_dulcamara_GHLP
Lamiids_Solanum_lasiophyllum_DLAI,Lamiids_Solanum_lasiophyllum_DLAI
Lamiids_Solanum_ptychanthum_DLJZ,Lamiids_Solanum_ptychanthum_DLJZ
Lamiids_Solanum_sisymbriifolium_NMDZ,Lamiids_Solanum_sisymbriifolium_NMDZ
Lamiids_Solanum_xanthocarpum_LQJY,Lamiids_Solanum_xanthocarpum_LQJY
Lamiids_Solenostemon_scutellarioides_BAHE,Lamiids_Solenostemon_scutellarioides_BAHE
Lamiids_Strobilanthes_dyerianus_WEAC,Lamiids_Strobilanthes_dyerianus_WEAC
Lamiids_Strychnos_spinosa_GGJD,Lamiids_Strychnos_spinosa_GGJD
Lamiids_Tabebuia_umbellate_UTQR,Lamiids_Tabebuia_umbellate_UTQR
Lamiids_Teucrium_chamaedrys_LRRR,Lamiids_Teucrium_chamaedrys_LRRR
Lamiids_Thymus_vulgaris_IYDF,Lamiids_Thymus_vulgaris_IYDF
Lamiids_Uncarina_grandidieri_ZRIN,Lamiids_Uncarina_grandidieri_ZRIN
Lamiids_Utricularia_sp._HRUR,Lamiids_Utricularia_sp._HRUR
Lamiids_Verbascum_sp._XXYA,Lamiids_Verbascum_sp._XXYA
Lamiids_Verbena_hastata_GCFE,Lamiids_Verbena_hastata_GCFE
Lamiids_Vitex_agnus_castus_DMLT,Lamiids_Vitex_agnus_castus_DMLT
Lamiids_Wrightia_natalensis_EDEQ,Lamiids_Wrightia_natalensis_EDEQ
Laurales_Calycanthus_floridus,Laurales_Calycanthus_floridus
Liliales_Lilium_superbum,Liliales_Lilium_superbum
Magnoliales_Liriodendron_tulipifera,Magnoliales_Liriodendron_tulipifera
Magnoliales_Magnolia_kwangsiensis,Magnoliales_Magnolia_kwangsiensis
Malpighiales_Hevea_brasiliensis,Malpighiales_Hevea_brasiliensis
Malpighiales_Jatropha_curcas,Malpighiales_Jatropha_curcas
Malpighiales_Manihot_esculenta,Malpighiales_Manihot_esculenta
Malpighiales_Passiflora_biflora,Malpighiales_Passiflora_biflora
Malpighiales_Populus_alba,Malpighiales_Populus_alba
Malpighiales_Populus_trichocarpa,Malpighiales_Populus_trichocarpa
Malpighiales_Ricinus_communis,Malpighiales_Ricinus_communis
Malvales_Gossypium_arboreum,Malvales_Gossypium_arboreum
Malvales_Gossypium_barbadense,Malvales_Gossypium_barbadense
Malvales_Gossypium_darwinii,Malvales_Gossypium_darwinii
Malvales_Gossypium_herbaceum,Malvales_Gossypium_herbaceum
Malvales_Gossypium_hirsutum,Malvales_Gossypium_hirsutum
Malvales_Gossypium_mustelinum,Malvales_Gossypium_mustelinum
Malvales_Gossypium_raimondii,Malvales_Gossypium_raimondii
Malvales_Gossypium_thurberi,Malvales_Gossypium_thurberi
Malvales_Gossypium_tomentosum,Malvales_Gossypium_tomentosum
Malvales_Theobroma_cacao,Malvales_Theobroma_cacao
Malvids_Acer_negundo_VFFP,Malvids_Acer_negundo_VFFP
Malvids_Aesculus_pavia_HBHB,Malvids_Aesculus_pavia_HBHB
Malvids_Ailanthus_altissima_QICX,Malvids_Ailanthus_altissima_QICX
Malvids_Arabis_alpina_TZWR,Malvids_Arabis_alpina_TZWR
Malvids_Azadirachta_indica_UVDC,Malvids_Azadirachta_indica_UVDC
Malvids_Batis_maritima_DZTK,Malvids_Batis_maritima_DZTK
Malvids_Bixa_orellana_KPTE,Malvids_Bixa_orellana_KPTE
Malvids_Boswellia_sacra_FCCA,Malvids_Boswellia_sacra_FCCA
Malvids_Brassica_nigra_IPWB,Malvids_Brassica_nigra_IPWB
Malvids_Bursera_simaruba_JSZD,Malvids_Bursera_simaruba_JSZD
Malvids_Cistus_inflatus_PKMO,Malvids_Cistus_inflatus_PKMO
Malvids_Citrus_x_paradisi_UHJR,Malvids_Citrus_x_paradisi_UHJR
Malvids_Cleome_gynandra-2_samples_combined_VDKG,Malvids_Cleome_gynandra-2_samples_combined_VDKG
Malvids_Cleome_violaceae-2_samples_combined_LVUS,Malvids_Cleome_violaceae-2_samples_combined_LVUS
Malvids_Cleome_viscosa_UPZX,Malvids_Cleome_viscosa_UPZX
Malvids_Cochlearea_officinalis_CSUV,Malvids_Cochlearea_officinalis_CSUV
Malvids_Daphne_geraldii_PUDI,Malvids_Daphne_geraldii_PUDI
Malvids_Dombeya_burgessiae_WYIG,Malvids_Dombeya_burgessiae_WYIG
Malvids_Draba_aizoides_HABV,Malvids_Draba_aizoides_HABV
Malvids_Draba_hispida_GTSV,Malvids_Draba_hispida_GTSV
Malvids_Draba_magellanica_UVQL,Malvids_Draba_magellanica_UVQL
Malvids_Draba_oligosperma_LAPO,Malvids_Draba_oligosperma_LAPO
Malvids_Draba_ossetica_LJQF,Malvids_Draba_ossetica_LJQF
Malvids_Draba_sachalinensis_BXBF,Malvids_Draba_sachalinensis_BXBF
Malvids_Edgeworthia_papyrifera_AWJM,Malvids_Edgeworthia_papyrifera_AWJM
Malvids_Epilobium_sp._FEDW,Malvids_Epilobium_sp._FEDW
Malvids_Eucalyptus_leucoxylon-March_AYMT,Malvids_Eucalyptus_leucoxylon-March_AYMT
Malvids_Francoa_appendiculata_HDWF,Malvids_Francoa_appendiculata_HDWF
Malvids_Geranium_carolinianum_VKGP,Malvids_Geranium_carolinianum_VKGP
Malvids_Geranium_maculatum_YGCX,Malvids_Geranium_maculatum_YGCX
Malvids_Gyrostemon_ramulosus_UAXP,Malvids_Gyrostemon_ramulosus_UAXP
Malvids_Heteropyxis_natalensis_NIJU,Malvids_Heteropyxis_natalensis_NIJU
Malvids_Hibiscus_cannabinus_OLXF,Malvids_Hibiscus_cannabinus_OLXF
Malvids_Hoheria_angustifolia_ZSAB,Malvids_Hoheria_angustifolia_ZSAB
Malvids_Koeberlina_spinosa_JOIS,Malvids_Koeberlina_spinosa_JOIS
Malvids_Lagerstroemia_indica_RJNQ,Malvids_Lagerstroemia_indica_RJNQ
Malvids_Limnanthes_douglassii_CRNC,Malvids_Limnanthes_douglassii_CRNC
Malvids_Litchi_chinensis_WAXR,Malvids_Litchi_chinensis_WAXR
Malvids_Medinilla_magnifica_WWQZ,Malvids_Medinilla_magnifica_WWQZ
Malvids_Melaleuca_quinquenervia_JLLY,Malvids_Melaleuca_quinquenervia_JLLY
Malvids_Melia_azedarach-2_samples_combined_RJIM,Malvids_Melia_azedarach-2_samples_combined_RJIM
Malvids_Moringa_oleifera_CZPV,Malvids_Moringa_oleifera_CZPV
Malvids_Muntingia_calabura_ATFX,Malvids_Muntingia_calabura_ATFX
Malvids_Oenothera_affinis-MTJ_529_GVCB,Malvids_Oenothera_affinis-MTJ_529_GVCB
Malvids_Oenothera_berlandieri-MTJ_65_EQYT,Malvids_Oenothera_berlandieri-MTJ_65_EQYT
Malvids_Oenothera_biennis-5_samples_combined_BZDF,Malvids_Oenothera_biennis-5_samples_combined_BZDF
Malvids_Oenothera_clelandii-MTJ_390_KBRW,Malvids_Oenothera_clelandii-MTJ_390_KBRW
Malvids_Oenothera_elata_hookeri-MTJ_664_IDAU,Malvids_Oenothera_elata_hookeri-MTJ_664_IDAU
Malvids_Oenothera_elata-3_samples_combined_WBXY,Malvids_Oenothera_elata-3_samples_combined_WBXY
Malvids_Oenothera_filiformis-3_samples_combined_AXNH,Malvids_Oenothera_filiformis-3_samples_combined_AXNH
Malvids_Oenothera_gaura-5_samples_combined_PMTB,Malvids_Oenothera_gaura-5_samples_combined_PMTB
Malvids_Oenothera_grandiflora-5_samples_combined_ZINQ,Malvids_Oenothera_grandiflora-5_samples_combined_ZINQ
Malvids_Oenothera_grandis-5_samples_combined_IMZV,Malvids_Oenothera_grandis-5_samples_combined_IMZV
Malvids_Oenothera_laciniata-5_samples_combined_ARYD,Malvids_Oenothera_laciniata-5_samples_combined_ARYD
Malvids_Oenothera_longituba-MTJ_678_HPNZ,Malvids_Oenothera_longituba-MTJ_678_HPNZ
Malvids_Oenothera_nana-MTJ_0233_CJGZ,Malvids_Oenothera_nana-MTJ_0233_CJGZ
Malvids_Oenothera_picensis-MTJ_655_DZLN,Malvids_Oenothera_picensis-MTJ_655_DZLN
Malvids_Oenothera_rhombipetala-MTJ_369_YHLF,Malvids_Oenothera_rhombipetala-MTJ_369_YHLF
Malvids_Oenothera_rosea-4_samples_combined_UJGI,Malvids_Oenothera_rosea-4_samples_combined_UJGI
Malvids_Oenothera_serrulata-MTJ_70_SJAN,Malvids_Oenothera_serrulata-MTJ_70_SJAN
Malvids_Oenothera_speciosa-5_samples_combined_TLCA,Malvids_Oenothera_speciosa-5_samples_combined_TLCA
Malvids_Oenothera_suffulta_suffulta-MTJ_92_JKNQ,Malvids_Oenothera_suffulta_suffulta-MTJ_92_JKNQ
Malvids_Oenothera_villaricae-MTJ_535_HKMQ,Malvids_Oenothera_villaricae-MTJ_535_HKMQ
Malvids_Peganum_harmala_OBTI,Malvids_Peganum_harmala_OBTI
Malvids_Phellodendron_amurense_PGKL,Malvids_Phellodendron_amurense_PGKL
Malvids_Polansia_trachysperma_QSKP,Malvids_Polansia_trachysperma_QSKP
Malvids_Punica_granatum-4_samples_combined_YNUE,Malvids_Punica_granatum-4_samples_combined_YNUE
Malvids_Quassia_amara_IKFD,Malvids_Quassia_amara_IKFD
Malvids_Reseda_odorata_SWPE,Malvids_Reseda_odorata_SWPE
Malvids_Rhus_radicans_YUOM,Malvids_Rhus_radicans_YUOM
Malvids_Salvadora_sp._RTTY,Malvids_Salvadora_sp._RTTY
Malvids_Schizolaena_sp._WMUK,Malvids_Schizolaena_sp._WMUK
Malvids_Sinapis_alba_VMNH,Malvids_Sinapis_alba_VMNH
Malvids_Stachyurus_praecox_VYGG,Malvids_Stachyurus_praecox_VYGG
Malvids_Staphylea_trifolia_PTLU,Malvids_Staphylea_trifolia_PTLU
Malvids_Syzygium_macranthum_NEBM,Malvids_Syzygium_macranthum_NEBM
Malvids_Syzygium_paniculatum_FGDU,Malvids_Syzygium_paniculatum_FGDU
Malvids_Tapiscia_sinensis_WWKL,Malvids_Tapiscia_sinensis_WWKL
Malvids_Terminalia_neotaliala_AJJE,Malvids_Terminalia_neotaliala_AJJE
Malvids_Tetrazygia_bicolor_SWGX,Malvids_Tetrazygia_bicolor_SWGX
Malvids_Tropaeolum_peregrinum_MYZV,Malvids_Tropaeolum_peregrinum_MYZV
Monocots_Aristida_stricta_HATH,Monocots_Aristida_stricta_HATH
Monocots_Avena_fatua_RMVB,Monocots_Avena_fatua_RMVB
Monocots_Brocchinia_reducta_BYPY,Monocots_Brocchinia_reducta_BYPY
Monocots_Canna_sp._TZNS,Monocots_Canna_sp._TZNS
Monocots_Chondropetalum_tectorum_BSTR,Monocots_Chondropetalum_tectorum_BSTR
Monocots_Cocos_nucifera_QGLJ,Monocots_Cocos_nucifera_QGLJ
Monocots_Colchicum_autumnale-3_samples_combined_QNPH,Monocots_Colchicum_autumnale-3_samples_combined_QNPH
Monocots_Curcuma_olena-2_samples_combined_LEMW,Monocots_Curcuma_olena-2_samples_combined_LEMW
Monocots_Cymbopogon_nardus_ROEI,Monocots_Cymbopogon_nardus_ROEI
Monocots_Cyperus_papyrus_PWSG,Monocots_Cyperus_papyrus_PWSG
Monocots_Deschampsia_cespitosa_IADP,Monocots_Deschampsia_cespitosa_IADP
Monocots_Dioscorea_villosa_OCWZ,Monocots_Dioscorea_villosa_OCWZ
Monocots_Eleusine_coracana-4_samples_combined_EFCZ,Monocots_Eleusine_coracana-4_samples_combined_EFCZ
Monocots_Freycinetia_multiflora_DGXS,Monocots_Freycinetia_multiflora_DGXS
Monocots_Heliconia_sp.-2_samples_combined_XHHU,Monocots_Heliconia_sp.-2_samples_combined_XHHU
Monocots_Helonias_bullata_OOSO,Monocots_Helonias_bullata_OOSO
Monocots_Juncus_inflexus_CIEA,Monocots_Juncus_inflexus_CIEA
Monocots_Lepidosperma_gibsonii_WBIB,Monocots_Lepidosperma_gibsonii_WBIB
Monocots_Ludovia_sp._VVVV,Monocots_Ludovia_sp._VVVV
Monocots_Mapania_palustris_XPAF,Monocots_Mapania_palustris_XPAF
Monocots_Maranta_leuconeura_JNUB,Monocots_Maranta_leuconeura_JNUB
Monocots_Microstegium_vimineum_YPIC,Monocots_Microstegium_vimineum_YPIC
Monocots_Narcissus_viridiflorus-2_samples_combined_TRRQ,Monocots_Narcissus_viridiflorus-2_samples_combined_TRRQ
Monocots_Neurachne_alopecuroidea_ZENX,Monocots_Neurachne_alopecuroidea_ZENX
Monocots_Neurachne_annularis_BPKH,Monocots_Neurachne_annularis_BPKH
Monocots_Neurachne_lanigera_VQYB,Monocots_Neurachne_lanigera_VQYB
Monocots_Neurachne_minor_BXAY,Monocots_Neurachne_minor_BXAY
Monocots_Neurachne_munroi_ZMGN,Monocots_Neurachne_munroi_ZMGN
Monocots_Neurachne_tenuifolia_NNOK,Monocots_Neurachne_tenuifolia_NNOK
Monocots_Nypa_fruticans_NSPR,Monocots_Nypa_fruticans_NSPR
Monocots_Orchidantha_maxillaroides_LSKK,Monocots_Orchidantha_maxillaroides_LSKK
Monocots_Panicum_miliaceum_A_SOHV,Monocots_Panicum_miliaceum_A_SOHV
Monocots_Paraneurachne_muelleri_XUAB,Monocots_Paraneurachne_muelleri_XUAB
Monocots_Pistia_stratioides_MFIN,Monocots_Pistia_stratioides_MFIN
Monocots_Posidonia_australis_BYQM,Monocots_Posidonia_australis_BYQM
Monocots_Sabal_bermudana_HWUP,Monocots_Sabal_bermudana_HWUP
Monocots_Sagittaria_latifolia_DWZT,Monocots_Sagittaria_latifolia_DWZT
Monocots_Serenoa_repens_HXJE,Monocots_Serenoa_repens_HXJE
Monocots_Stemona_tuberosa_VBHQ,Monocots_Stemona_tuberosa_VBHQ
Monocots_Strelitzia_reginae_UOEL,Monocots_Strelitzia_reginae_UOEL
Monocots_Talbotia_elegans_SILJ,Monocots_Talbotia_elegans_SILJ
Monocots_Thyridolepis_mitchelliana_XBKS,Monocots_Thyridolepis_mitchelliana_XBKS
Monocots_Thyridolepis_multiculmis_WCOR,Monocots_Thyridolepis_multiculmis_WCOR
Monocots_Triglochin_maritimum_COCP,Monocots_Triglochin_maritimum_COCP
Monocots_Triodia_aff._bynoei_YXNR,Monocots_Triodia_aff._bynoei_YXNR
Monocots_Typha_angustifolia_PPQR,Monocots_Typha_angustifolia_PPQR
Monocots_Typha_latifolia_BRUD,Monocots_Typha_latifolia_BRUD
Monocots_Typhonium_blumei_YMES,Monocots_Typhonium_blumei_YMES
