tip_lable,taxa
Caryophyllales_Mollugo_verticillata-2_samples_combined_NXTS,Caryophyllales_Mollugo_verticillata-2_samples_combined_NXTS
Caryophyllales_Nepenthes_alata-lower_leaf_WQUF,Caryophyllales_Nepenthes_alata-lower_leaf_WQUF
Caryophyllales_Opuntia_decumbens,Caryophyllales_Opuntia_decumbens
Caryophyllales_Pereskia_aculeata_JLOV,Caryophyllales_Pereskia_aculeata_JLOV
Caryophyllales_Pereskia_sacharosa,Caryophyllales_Pereskia_sacharosa
Caryophyllales_Pereskiopsis_diguetii,Caryophyllales_Pereskiopsis_diguetii
Caryophyllales_Petiveria_alliacea_AZBL,Caryophyllales_Petiveria_alliacea_AZBL
Caryophyllales_Physena_madagascariensis_RUUB,Caryophyllales_Physena_madagascariensis_RUUB
Caryophyllales_Phytolacca_americana_BKQU,Caryophyllales_Phytolacca_americana_BKQU
Caryophyllales_Phytolacca_bogotensis_MRKX,Caryophyllales_Phytolacca_bogotensis_MRKX
Caryophyllales_Plumbago_auriculata,Caryophyllales_Plumbago_auriculata
Caryophyllales_Plumbago_auriculata_CGGO,Caryophyllales_Plumbago_auriculata_CGGO
Caryophyllales_Polycarpaea_repens_RXEN,Caryophyllales_Polycarpaea_repens_RXEN
Caryophyllales_Polygonum_convolvulus_FYSJ,Caryophyllales_Polygonum_convolvulus_FYSJ
Caryophyllales_Portulaca_amilis-2_samples_combined_LDEL,Caryophyllales_Portulaca_amilis-2_samples_combined_LDEL
Caryophyllales_Portulaca_cryptopetala-2_samples_combined_LLQV,Caryophyllales_Portulaca_cryptopetala-2_samples_combined_LLQV
Caryophyllales_Portulaca_grandiflora_CPLT,Caryophyllales_Portulaca_grandiflora_CPLT
Caryophyllales_Portulaca_mauii-2_samples_combined_BLWH,Caryophyllales_Portulaca_mauii-2_samples_combined_BLWH
Caryophyllales_Portulaca_molokaiensis_UQCB,Caryophyllales_Portulaca_molokaiensis_UQCB
Caryophyllales_Portulaca_oleracea,Caryophyllales_Portulaca_oleracea
Caryophyllales_Portulaca_oleracea-2_samples_combined_EZGR,Caryophyllales_Portulaca_oleracea-2_samples_combined_EZGR
Caryophyllales_Portulaca_pilosa_IWIS,Caryophyllales_Portulaca_pilosa_IWIS
Caryophyllales_Portulaca_suffruticosa_GCYL,Caryophyllales_Portulaca_suffruticosa_GCYL
Caryophyllales_Portulaca_umbraticola_KDCH,Caryophyllales_Portulaca_umbraticola_KDCH
Caryophyllales_Portulacaria_afra,Caryophyllales_Portulacaria_afra
Caryophyllales_Saponaria_officianalis_SKNL,Caryophyllales_Saponaria_officianalis_SKNL
Caryophyllales_Sarcobatus_vermiculatus_GIWN,Caryophyllales_Sarcobatus_vermiculatus_GIWN
Caryophyllales_Schiedea_membranacea_OLES,Caryophyllales_Schiedea_membranacea_OLES
Caryophyllales_Sessuvium_portulacastrum-juvenile_leaf_HZTS,Caryophyllales_Sessuvium_portulacastrum-juvenile_leaf_HZTS
Caryophyllales_Sessuvium_ventricosum-2_samples_combined_EDIT,Caryophyllales_Sessuvium_ventricosum-2_samples_combined_EDIT
Caryophyllales_Silene_conica,Caryophyllales_Silene_conica
Caryophyllales_Silene_latifolia,Caryophyllales_Silene_latifolia
Caryophyllales_Silene_latifolia_FZQN,Caryophyllales_Silene_latifolia_FZQN
Caryophyllales_Silene_noctiflora,Caryophyllales_Silene_noctiflora
Caryophyllales_Silene_vulgaris,Caryophyllales_Silene_vulgaris
Caryophyllales_Simmondsia_chinensis_CVDF,Caryophyllales_Simmondsia_chinensis_CVDF
Caryophyllales_Spergularia_media_TJES,Caryophyllales_Spergularia_media_TJES
Caryophyllales_Spinacia_oleracea,Caryophyllales_Spinacia_oleracea
Caryophyllales_Talinum_sp.-A_LKKX,Caryophyllales_Talinum_sp.-A_LKKX
Caryophyllales_Tamarix_chinensis_HTDC,Caryophyllales_Tamarix_chinensis_HTDC
Caryophyllales_Trianthemum_portulacastrum-2_samples_combined_OMYK,Caryophyllales_Trianthemum_portulacastrum-2_samples_combined_OMYK
Caryophyllales_Weingartia_kargliana,Caryophyllales_Weingartia_kargliana
Caryophyllales_Zaleya_pentandra_BERS,Caryophyllales_Zaleya_pentandra_BERS
Celastrales_Euonymus_americanus,Celastrales_Euonymus_americanus
Ceratophyllales_Ceratophyllum_demersum,Ceratophyllales_Ceratophyllum_demersum
Chloranthales_Chloranthus_spicatus,Chloranthales_Chloranthus_spicatus
COAQ,Malesherbia_fasciculata_COAQ
Commelinales_Belosynapsis_ciliata,Commelinales_Belosynapsis_ciliata
Commelinales_Tradescantia_ohiensis,Commelinales_Tradescantia_ohiensis
Conifers_Abies_firma,Conifers_Abies_firma
Conifers_Abies_lasiocarpa_VSRH,Conifers_Abies_lasiocarpa_VSRH
Conifers_Acmopyle_pancheri_HILW,Conifers_Acmopyle_pancheri_HILW
Conifers_Agathis_australis,Conifers_Agathis_australis
Conifers_Agathis_robusta_MIXZ,Conifers_Agathis_robusta_MIXZ
Conifers_Amentotaxus_argotaenia_IAJW,Conifers_Amentotaxus_argotaenia_IAJW
Conifers_Araucaria_rulei_XTZO,Conifers_Araucaria_rulei_XTZO
Conifers_Arucaria_sp._ACWS,Conifers_Arucaria_sp._ACWS
Conifers_Athrotaxis_cupressoides_XIRK,Conifers_Athrotaxis_cupressoides_XIRK
Conifers_Austrocedrus_chilensis_YYPE,Conifers_Austrocedrus_chilensis_YYPE
Conifers_Austrotaxus_spicata_BTTS,Conifers_Austrotaxus_spicata_BTTS
Conifers_Callitris_gracilis-March_IFLI,Conifers_Callitris_gracilis-March_IFLI
Conifers_Callitris_macleayana-March_RMMV,Conifers_Callitris_macleayana-March_RMMV
Conifers_Calocedrus_decurrens_FRPM,Conifers_Calocedrus_decurrens_FRPM
Conifers_Cathaya_agryrophylla_NPRL,Conifers_Cathaya_agryrophylla_NPRL
Conifers_Cathaya_argyrophylla,Conifers_Cathaya_argyrophylla
Conifers_Cedrus_deodaraNC,Conifers_Cedrus_deodaraNC
Conifers_Cedrus_libani_GGEA,Conifers_Cedrus_libani_GGEA
Conifers_Cephalotaxus_harringtonia-2_samples_combined_NVGZ,Conifers_Cephalotaxus_harringtonia-2_samples_combined_NVGZ
Conifers_Cephalotaxus_wilsoniana,Conifers_Cephalotaxus_wilsoniana
Conifers_Chamaecyparis_lawsoniana_AIGO,Conifers_Chamaecyparis_lawsoniana_AIGO
Conifers_Cryptomeria_japonica,Conifers_Cryptomeria_japonica
Conifers_Cryptomeria_japonica-2_samples_combined_GMHZ,Conifers_Cryptomeria_japonica-2_samples_combined_GMHZ
Conifers_Cunninghamia_lanceolata-2_samples_combined_ZQVF,Conifers_Cunninghamia_lanceolata-2_samples_combined_ZQVF
Conifers_Cupressus_dupreziana_QNGJ,Conifers_Cupressus_dupreziana_QNGJ
Conifers_Cycas_micholitzii_XZUY,Conifers_Cycas_micholitzii_XZUY
Conifers_Cycas_micronesica,Conifers_Cycas_micronesica
Conifers_Cycas_taitungensis,Conifers_Cycas_taitungensis
Conifers_Dacrycarpus_compactus_FMWZ,Conifers_Dacrycarpus_compactus_FMWZ
Conifers_Dacrydium_balansae_IZGN,Conifers_Dacrydium_balansae_IZGN
Conifers_Dioon_edule_WLIC,Conifers_Dioon_edule_WLIC
Conifers_Diselma_archeri_GKCZ,Conifers_Diselma_archeri_GKCZ
Conifers_Encephalartos_barteri_GNQG,Conifers_Encephalartos_barteri_GNQG
Conifers_Ephedra_equisetina,Conifers_Ephedra_equisetina
Conifers_Ephedra_sinica_VDAO,Conifers_Ephedra_sinica_VDAO
Conifers_Falcatifolium_taxoides-3_samples_combined_UAUU,Conifers_Falcatifolium_taxoides-3_samples_combined_UAUU
Conifers_Fokienia_hodginsii_UEVI,Conifers_Fokienia_hodginsii_UEVI
Conifers_Ginkgo_biloba,Conifers_Ginkgo_biloba
Conifers_Ginkgo_biloba_SGTW,Conifers_Ginkgo_biloba_SGTW
Conifers_Glyptostrobus_pensilis_OXGJ,Conifers_Glyptostrobus_pensilis_OXGJ
Conifers_Gnetum_montanum_GTHK,Conifers_Gnetum_montanum_GTHK
Conifers_Gnetum_parvifolium,Conifers_Gnetum_parvifolium
Conifers_Halocarpus_bidwillii_OWFC,Conifers_Halocarpus_bidwillii_OWFC
Conifers_Halocarpus_kirkii,Conifers_Halocarpus_kirkii
Conifers_Juniperus_scopulorum_XMGP,Conifers_Juniperus_scopulorum_XMGP
Conifers_Keteleeria_davidiana,Conifers_Keteleeria_davidiana
Conifers_Keteleeria_evelyniana_JUWL,Conifers_Keteleeria_evelyniana_JUWL
Conifers_Lagarostrobos_franklinii_ZQWM,Conifers_Lagarostrobos_franklinii_ZQWM
Conifers_Larix_decidua,Conifers_Larix_decidua
Conifers_Larix_occidentalis,Conifers_Larix_occidentalis
Conifers_Larix_speciosa_WVWN,Conifers_Larix_speciosa_WVWN
Conifers_Manoao_colensoi_CDFR,Conifers_Manoao_colensoi_CDFR
Conifers_Metasequoia_glyptostroboides_NRXL,Conifers_Metasequoia_glyptostroboides_NRXL
Conifers_Microbiota_decussata_XQSG,Conifers_Microbiota_decussata_XQSG
Conifers_Microcachrys_tetragona_MHGD,Conifers_Microcachrys_tetragona_MHGD
Conifers_Microstrobos_fitzgeraldii_BBDD,Conifers_Microstrobos_fitzgeraldii_BBDD
Conifers_Nageia_nagi_UUJS,Conifers_Nageia_nagi_UUJS
Conifers_Neocallitropsis_pancheri_JDQB,Conifers_Neocallitropsis_pancheri_JDQB
Conifers_Nothotsuga_longibracteata_AREG,Conifers_Nothotsuga_longibracteata_AREG
Conifers_Papuacedrus_papuana_OVIJ,Conifers_Papuacedrus_papuana_OVIJ
Conifers_Parasitaxus_usta_JZVE,Conifers_Parasitaxus_usta_JZVE
Conifers_Phyllocladus_hypohyllus_JRNA,Conifers_Phyllocladus_hypohyllus_JRNA
Conifers_Picea_engelmanii_AWQB,Conifers_Picea_engelmanii_AWQB
Conifers_Picea_morrisonicola,Conifers_Picea_morrisonicola
Conifers_Picea_sitchensis,Conifers_Picea_sitchensis
Conifers_Pilgerodendron_uviferum_ETCJ,Conifers_Pilgerodendron_uviferum_ETCJ
Conifers_Pinus_albicaulis,Conifers_Pinus_albicaulis
Conifers_Pinus_aristata,Conifers_Pinus_aristata
Conifers_Pinus_armandii,Conifers_Pinus_armandii
Conifers_Pinus_attenuata,Conifers_Pinus_attenuata
Conifers_Pinus_ayacahuite,Conifers_Pinus_ayacahuite
Conifers_Pinus_banksiana,Conifers_Pinus_banksiana
Conifers_Pinus_canariensis,Conifers_Pinus_canariensis
Conifers_Pinus_cembra,Conifers_Pinus_cembra
Conifers_Pinus_contorta,Conifers_Pinus_contorta
Conifers_Pinus_flexilis,Conifers_Pinus_flexilis
Conifers_Pinus_gerardiana,Conifers_Pinus_gerardiana
Conifers_Pinus_jeffreyi_MFTM,Conifers_Pinus_jeffreyi_MFTM
Conifers_Pinus_koraiensis,Conifers_Pinus_koraiensis
Conifers_Pinus_krempfii,Conifers_Pinus_krempfii
Conifers_Pinus_lambertiana,Conifers_Pinus_lambertiana
Conifers_Pinus_leiophylla_var_chihuahuana,Conifers_Pinus_leiophylla_var_chihuahuana
Conifers_Pinus_merkusii,Conifers_Pinus_merkusii
Conifers_Pinus_monophylla,Conifers_Pinus_monophylla
Conifers_Pinus_monticola,Conifers_Pinus_monticola
Conifers_Pinus_nelsonii,Conifers_Pinus_nelsonii
Conifers_Pinus_parviflora_IIOL,Conifers_Pinus_parviflora_IIOL
Conifers_Pinus_parviflora_var_pentaphylla,Conifers_Pinus_parviflora_var_pentaphylla
Conifers_Pinus_peuce,Conifers_Pinus_peuce
Conifers_Pinus_pinaster,Conifers_Pinus_pinaster
Conifers_Pinus_ponderosa,Conifers_Pinus_ponderosa
Conifers_Pinus_ponderosa_JBND,Conifers_Pinus_ponderosa_JBND
Conifers_Pinus_radiata_DZQM,Conifers_Pinus_radiata_DZQM
Conifers_Pinus_resinosa,Conifers_Pinus_resinosa
Conifers_Pinus_rzedowskii,Conifers_Pinus_rzedowskii
Conifers_Pinus_sibirica,Conifers_Pinus_sibirica
Conifers_Pinus_squamata,Conifers_Pinus_squamata
Conifers_Pinus_strobus,Conifers_Pinus_strobus
Conifers_Pinus_taeda,Conifers_Pinus_taeda
Conifers_Pinus_thunbergiiNC,Conifers_Pinus_thunbergiiNC
Conifers_Pinus_torreyana_subsp_insularis,Conifers_Pinus_torreyana_subsp_insularis
Conifers_Pinus_torreyana_subsp_torreyana,Conifers_Pinus_torreyana_subsp_torreyana
Conifers_Platycladus_orientalis_BUWV,Conifers_Platycladus_orientalis_BUWV
Conifers_Podocarpus_coriaceus_SCEB,Conifers_Podocarpus_coriaceus_SCEB
Conifers_Podocarpus_rubens_XLGK,Conifers_Podocarpus_rubens_XLGK
Conifers_Podocarpus_totara,Conifers_Podocarpus_totara
Conifers_Prumnopitys_andina_EGLZ,Conifers_Prumnopitys_andina_EGLZ
Conifers_Pseudolarix_amabilis_AQFM,Conifers_Pseudolarix_amabilis_AQFM
Conifers_Pseudotaxus_chienii_YLPM,Conifers_Pseudotaxus_chienii_YLPM
Conifers_Pseudotsuga_menziesii_IOVS,Conifers_Pseudotsuga_menziesii_IOVS
Conifers_Pseudotsuga_sinensis,Conifers_Pseudotsuga_sinensis
Conifers_Retrophyllum_minus_VGSX,Conifers_Retrophyllum_minus_VGSX
Conifers_Saxegothaea_conspicua_QCGM,Conifers_Saxegothaea_conspicua_QCGM
Conifers_Sciadopitys_verticillata_YFZK,Conifers_Sciadopitys_verticillata_YFZK
Conifers_Sequoia_sempervirens_HBGV,Conifers_Sequoia_sempervirens_HBGV
Conifers_Sequoiadendron_giganteum-Glaucum_QFAE,Conifers_Sequoiadendron_giganteum-Glaucum_QFAE
Conifers_Stangeria_eriopus_KAWQ,Conifers_Stangeria_eriopus_KAWQ
Conifers_Sundacarpus_amarus_KLGF,Conifers_Sundacarpus_amarus_KLGF
Conifers_Taiwania_cryptomerioides,Conifers_Taiwania_cryptomerioides
Conifers_Taiwania_cryptomerioides_QSNJ,Conifers_Taiwania_cryptomerioides_QSNJ
Conifers_Taxodium_distichum_FHST,Conifers_Taxodium_distichum_FHST
Conifers_Taxus_baccata_WWSS,Conifers_Taxus_baccata_WWSS
Conifers_Taxus_cuspidata_ZYAX,Conifers_Taxus_cuspidata_ZYAX
Conifers_Tetraclinis_sp._CGDN,Conifers_Tetraclinis_sp._CGDN
Conifers_Thuja_plicata_VFYZ,Conifers_Thuja_plicata_VFYZ
Conifers_Thujopsis_dolabrata_NKIN,Conifers_Thujopsis_dolabrata_NKIN
Conifers_Torreya_nucifera_HQOM,Conifers_Torreya_nucifera_HQOM
Conifers_Torreya_taxifolia_EFMS,Conifers_Torreya_taxifolia_EFMS
Conifers_Tsuga_heterophylla_GAMH,Conifers_Tsuga_heterophylla_GAMH
Conifers_Welwitschia_mirabilis,Conifers_Welwitschia_mirabilis
Conifers_Welwitschia_mirabilis_TOXE,Conifers_Welwitschia_mirabilis_TOXE
Conifers_Widdringtonia_cedarbergensis_AUDE,Conifers_Widdringtonia_cedarbergensis_AUDE
Conifers_Wollemia_nobilis_RSCE,Conifers_Wollemia_nobilis_RSCE
Cornales_Cornus_florida,Cornales_Cornus_florida
Cornales_Davidia_involucrata,Cornales_Davidia_involucrata
Cornales_Ericales_Actinidia_chinensis_QAUE,Ericales_Actinidia_chinensis_QAUE
Cornales_Ericales_Alangium_chinense_FWBF,Cornales_Alangium_chinense_FWBF
Cornales_Ericales_Ardisia_humilis_ODDO,Ericales_Ardisia_humilis_ODDO
Cornales_Ericales_Ardisia_revoluta_DAAD,Ericales_Ardisia_revoluta_DAAD
Cornales_Ericales_Caiophora_chuquitensis_VTLJ,Cornales_Caiophora_chuquitensis_VTLJ
Cornales_Ericales_Camptotheca_acuminata_XONJ,Cornales_Camptotheca_acuminata_XONJ
Cornales_Ericales_Cavendishia_cuatrecasasii_AVJK,Ericales_Cavendishia_cuatrecasasii_AVJK
Cornales_Ericales_Cornus_floridana_BFJL,Cornales_Cornus_floridana_BFJL
Cornales_Ericales_Curtisia_dentata_UZNH,Cornales_Curtisia_dentata_UZNH
Cornales_Ericales_Dichroa_febrifuga_QURC,Cornales_Dichroa_febrifuga_QURC
Cornales_Ericales_Diospyros_malabarica_KVFU,Ericales_Diospyros_malabarica_KVFU
Cornales_Ericales_Fouqueria_macdougalli_YSRZ,Ericales_Fouqueria_macdougalli_YSRZ
Cornales_Ericales_Galax_urceolata-2_samples_combined_PIYM,Ericales_Galax_urceolata-2_samples_combined_PIYM
Cornales_Ericales_Hydrangea_quercifolia_ZETY,Cornales_Hydrangea_quercifolia_ZETY
Cornales_Ericales_Impatiens_balsamifera_JEXA,Ericales_Impatiens_balsamifera_JEXA
Cornales_Ericales_Jacquinia_sp._PTFA,Ericales_Jacquinia_sp._PTFA
Cornales_Ericales_Ledum_palustre_WXVX,Ericales_Ledum_palustre_WXVX
Cornales_Ericales_Maesa_lanceolata-2_samples_combined_VKJD,Ericales_Maesa_lanceolata-2_samples_combined_VKJD
Cornales_Ericales_Manilkara_zapota_BEFC,Ericales_Manilkara_zapota_BEFC
Cornales_Ericales_Nyssa_ogeche_VUSY,Cornales_Nyssa_ogeche_VUSY
Cornales_Ericales_Philadelphus_inodorus-2_samples_combined_YCVD,Cornales_Philadelphus_inodorus-2_samples_combined_YCVD
Cornales_Ericales_Phlox_drummondii_WVMY,Ericales_Phlox_drummondii_WVMY
Cornales_Ericales_Phlox_sp._FNEN,Ericales_Phlox_sp._FNEN
Cornales_Ericales_Rhododendron_scopulorum_PPPZ,Ericales_Rhododendron_scopulorum_PPPZ
Cornales_Ericales_Roridula_gorgonias_HUSX,Ericales_Roridula_gorgonias_HUSX
Cornales_Ericales_Sarcodes_sanguinea_SERM,Ericales_Sarcodes_sanguinea_SERM
Cornales_Ericales_Sideroxylon_reclinatum_OXYP,Ericales_Sideroxylon_reclinatum_OXYP
Cornales_Ericales_Sinojackia_xylocarpa_AXBO,Ericales_Sinojackia_xylocarpa_AXBO
Cornales_Ericales_Souroubea_exauriculata_BNTL,Ericales_Souroubea_exauriculata_BNTL
Cornales_Ericales_Symplocus_sp._JPDJ,Ericales_Symplocus_sp._JPDJ
Cornales_Ericales_Synsepalum_dulcificum_WRPP,Ericales_Synsepalum_dulcificum_WRPP
Cornales_Ericales_Ternstroemia_gymnanthera_NGRR,Ericales_Ternstroemia_gymnanthera_NGRR
Crossosomatales_Staphylea_colchica,Crossosomatales_Staphylea_colchica
Cucurbitales_Corynocarpus_laevigata,Cucurbitales_Corynocarpus_laevigata
Cucurbitales_Cucumis_melo,Cucurbitales_Cucumis_melo
Cucurbitales_Cucumis_sativus,Cucurbitales_Cucumis_sativus
Dioscoreales_Dioscorea_elephantipes,Dioscoreales_Dioscorea_elephantipes
Dipsacales_Lonicera_japonica,Dipsacales_Lonicera_japonica
Ericales_Arbutus_unedo,Ericales_Arbutus_unedo
Ericales_Franklinia_alatamaha,Ericales_Franklinia_alatamaha
Ericales_Rhododendron_simsii,Ericales_Rhododendron_simsii
Fabales_Cicer_arietinum,Fabales_Cicer_arietinum
Fabales_Glycine_max,Fabales_Glycine_max
Fabales_Lathyrus_sativus,Fabales_Lathyrus_sativus
Fabales_Lotus_japonicus,Fabales_Lotus_japonicus
Fabales_Medicago_truncatula,Fabales_Medicago_truncatula
Fabales_Millettia_pinnata,Fabales_Millettia_pinnata
Fabales_Phaseolus_vulgaris,Fabales_Phaseolus_vulgaris
Fabales_Pisum_sativum,Fabales_Pisum_sativum
Fabales_Trifolium_subterraneum,Fabales_Trifolium_subterraneum
Fabales_Vigna_radiata,Fabales_Vigna_radiata
Fabids_Acacia_argyrophylla-Nov._ZCDJ,Fabids_Acacia_argyrophylla-Nov._ZCDJ
Fabids_Acacia_pycnantha-2_samples_combined_PJSX,Fabids_Acacia_pycnantha-2_samples_combined_PJSX
Fabids_Alnus_serrulata_LWDA,Fabids_Alnus_serrulata_LWDA
Fabids_Amelanchier_canadensis_EAVM,Fabids_Amelanchier_canadensis_EAVM
Fabids_Apios_americana_NXOH,Fabids_Apios_americana_NXOH
Fabids_Aruncus_dioicus_ZPKK,Fabids_Aruncus_dioicus_ZPKK
Fabids_Astragalus_membranaceus_HJMP,Fabids_Astragalus_membranaceus_HJMP
Fabids_Astragalus_propinquus_MYMP,Fabids_Astragalus_propinquus_MYMP
Fabids_Bauhinia_tomentosa_JETM,Fabids_Bauhinia_tomentosa_JETM
Fabids_Begonia_sp._OCTM,Fabids_Begonia_sp._OCTM
Fabids_Betula_pendula_CWZU,Fabids_Betula_pendula_CWZU
Fabids_Bischofia_javanica_VNMY,Fabids_Bischofia_javanica_VNMY
Fabids_Bituminaria_bituminosa_TVSH,Fabids_Bituminaria_bituminosa_TVSH
Fabids_Boehmeria_nivea_ACFP,Fabids_Boehmeria_nivea_ACFP
Fabids_Cannabis_sativa-4_samples_combined_BJSW,Fabids_Cannabis_sativa-4_samples_combined_BJSW
Fabids_Carya_glabra_VWIP,Fabids_Carya_glabra_VWIP
Fabids_Castanea_crenata_NHUA,Fabids_Castanea_crenata_NHUA
Fabids_Castanea_pumila_UZWG,Fabids_Castanea_pumila_UZWG
Fabids_Celtis_occidentalis_KYAD,Fabids_Celtis_occidentalis_KYAD
Fabids_Cephalotus_follicularis_YZVJ,Fabids_Cephalotus_follicularis_YZVJ
Fabids_Cercis_canadensis_RKFX,Fabids_Cercis_canadensis_RKFX
Fabids_Cercocarpus_ledifolius_XFFT,Fabids_Cercocarpus_ledifolius_XFFT
Fabids_Chamaseyce_mesebyranthemum-2_samples_combined_RHAU,Fabids_Chamaseyce_mesebyranthemum-2_samples_combined_RHAU
Fabids_Chrysobalanus_icaco_ZBVT,Fabids_Chrysobalanus_icaco_ZBVT
Fabids_Cladrastis_lutea_SLYR,Fabids_Cladrastis_lutea_SLYR
Fabids_Codariocalyx_motorius_SUAK,Fabids_Codariocalyx_motorius_SUAK
Fabids_Copaifera_officianalis_RKLL,Fabids_Copaifera_officianalis_RKLL
Fabids_Coriaria_nepalensis_NNGU,Fabids_Coriaria_nepalensis_NNGU
Fabids_Cotoneaster_transcaucasicus_QIEH,Fabids_Cotoneaster_transcaucasicus_QIEH
Fabids_Crossopetalum_rhacoma_IHCQ,Fabids_Crossopetalum_rhacoma_IHCQ
Fabids_Croton_tiglium_VVPY,Fabids_Croton_tiglium_VVPY
Fabids_Cunonia_capensis_TIUZ,Fabids_Cunonia_capensis_TIUZ
Fabids_Desmanthus_illinoensis_XOOE,Fabids_Desmanthus_illinoensis_XOOE
Fabids_Dryas_octopetala_SQCF,Fabids_Dryas_octopetala_SQCF
Fabids_Drypetes_deplanchei_RVGH,Fabids_Drypetes_deplanchei_RVGH
Fabids_Elaeagnus_pungens_RBYC,Fabids_Elaeagnus_pungens_RBYC
Fabids_Elaeocarpus_sylvestris_THHD,Fabids_Elaeocarpus_sylvestris_THHD
Fabids_Erythroxylum_coca_RPPC,Fabids_Erythroxylum_coca_RPPC
Fabids_Euphorbia_pekinensis_PXYR,Fabids_Euphorbia_pekinensis_PXYR
Fabids_Fagus_sylvatica_SVVG,Fabids_Fagus_sylvatica_SVVG
Fabids_Ficus_religiosa_EDHN,Fabids_Ficus_religiosa_EDHN
Fabids_Galphimia_gracilis_XPBC,Fabids_Galphimia_gracilis_XPBC
Fabids_Garcinia_livingstonei_OSIP,Fabids_Garcinia_livingstonei_OSIP
Fabids_Garcinia_oblongiflolia_FWCQ,Fabids_Garcinia_oblongiflolia_FWCQ
Fabids_Geum_quellyon_DHAW,Fabids_Geum_quellyon_DHAW
Fabids_Gleditsia_sinensis_VHZV,Fabids_Gleditsia_sinensis_VHZV
Fabids_Gleditsia_triacanthos_GEHT,Fabids_Gleditsia_triacanthos_GEHT
Fabids_Glycine_soja-9_samples_combined_KEGA,Fabids_Glycine_soja-9_samples_combined_KEGA
Fabids_Glycyrrhiza_glabra_PEZP,Fabids_Glycyrrhiza_glabra_PEZP
Fabids_Glycyrrhiza_lepidota_JTQQ,Fabids_Glycyrrhiza_lepidota_JTQQ
Fabids_Gompholobium_polymorphum_VLNB,Fabids_Gompholobium_polymorphum_VLNB
Fabids_Gymnocladus_dioicus_QZXQ,Fabids_Gymnocladus_dioicus_QZXQ
Fabids_Humulus_lupulus_AQGE,Fabids_Humulus_lupulus_AQGE
Fabids_Hypericum_perforatum_BNDE,Fabids_Hypericum_perforatum_BNDE
Fabids_Juglans_nigra_DXQW,Fabids_Juglans_nigra_DXQW
Fabids_Kerria_japonica_TJQY,Fabids_Kerria_japonica_TJQY
Fabids_Krameria_lanceolata_ZHMB,Fabids_Krameria_lanceolata_ZHMB
Fabids_Larrea_tridentata_UDUT,Fabids_Larrea_tridentata_UDUT
Fabids_Lathyrus_sativus_KNMB,Fabids_Lathyrus_sativus_KNMB
Fabids_Licania_michauxii_HBUQ,Fabids_Licania_michauxii_HBUQ
Fabids_Linum_bienne-CN_107293_OODC,Fabids_Linum_bienne-CN_107293_OODC
Fabids_Linum_flavum_AXPJ,Fabids_Linum_flavum_AXPJ
Fabids_Linum_grandiflorum_MYVH,Fabids_Linum_grandiflorum_MYVH
Fabids_Linum_hirsutum_HNCF,Fabids_Linum_hirsutum_HNCF
Fabids_Linum_leonii_AEPI,Fabids_Linum_leonii_AEPI
Fabids_Linum_lewisii_BHYC,Fabids_Linum_lewisii_BHYC
Fabids_Linum_macraei_KCPT,Fabids_Linum_macraei_KCPT
Fabids_Linum_perenne-2_samples_combined_BVOF,Fabids_Linum_perenne-2_samples_combined_BVOF
Fabids_Linum_strictum_TXMP,Fabids_Linum_strictum_TXMP
Fabids_Linum_tenuifolium_VXOD,Fabids_Linum_tenuifolium_VXOD
Fabids_Linum_usitatissimum-3_samples_combined_POZS,Fabids_Linum_usitatissimum-3_samples_combined_POZS
Fabids_Lupinus_angustifolius_TTRG,Fabids_Lupinus_angustifolius_TTRG
Fabids_Lupinus_polyphyllus_CMFF,Fabids_Lupinus_polyphyllus_CMFF
Fabids_Malus_baccata_VCIN,Fabids_Malus_baccata_VCIN
Fabids_Manihot_grahamii_XNLP,Fabids_Manihot_grahamii_XNLP
Fabids_Morus_nigra_XVJB,Fabids_Morus_nigra_XVJB
Fabids_Mumea_americana_NFXV,Fabids_Mumea_americana_NFXV
Fabids_Myrica_cerifera_INSP,Fabids_Myrica_cerifera_INSP
Fabids_Nothofagus_obliqua_TJLC,Fabids_Nothofagus_obliqua_TJLC
Fabids_Ochna_mossambicensis_TVCU,Fabids_Ochna_mossambicensis_TVCU
Fabids_Ochna_serrulata_CKDK,Fabids_Ochna_serrulata_CKDK
Fabids_Oxalis_sp._JHCN,Fabids_Oxalis_sp._JHCN
Fabids_Passiflora_caerulea_SIZE,Fabids_Passiflora_caerulea_SIZE
Fabids_Passiflora_edulis_EZZT,Fabids_Passiflora_edulis_EZZT
Fabids_Passiflora_sp_ZIWB,Fabids_Passiflora_sp_ZIWB
Fabids_Phyllanthus_sp._YGAT,Fabids_Phyllanthus_sp._YGAT
Fabids_Physocarpus_opulifolius_SXCE,Fabids_Physocarpus_opulifolius_SXCE
Fabids_Polygala_lutea_OHAE,Fabids_Polygala_lutea_OHAE
Fabids_Prunus_prostrata_NCVK,Fabids_Prunus_prostrata_NCVK
Fabids_Quercus_shumardii_HENI,Fabids_Quercus_shumardii_HENI
Fabids_Quillaja_saponaria_OQHZ,Fabids_Quillaja_saponaria_OQHZ
Fabids_Rhamnus_caroliniana_WVEF,Fabids_Rhamnus_caroliniana_WVEF
Fabids_Rhamnus_japonica_EILE,Fabids_Rhamnus_japonica_EILE
Fabids_Rhizophora_mangle_ZTLR,Fabids_Rhizophora_mangle_ZTLR
